shrimp,almonds,avocado,vegetables mix,green grapes,whole weat flour,yams,cottage cheese,energy drink,tomato juice,low fat yogurt,green tea,honey,salad,mineral water,salmon,antioxydant juice,frozen smoothie,spinach,olive oil
107,53,82,39,5,83,77,68,62,55,45,36,28,19,12,5,2,0,2,
71,26,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
42,104,42,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
58,105,97,68,3,65,73,6,66,78,64,5,15,8,12,5,2,0,2,
24,80,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
14,75,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
74,75,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
48,19,22,40,37,20,94,68,62,55,45,36,28,19,12,5,2,0,2,
71,90,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
70,15,27,72,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
104,20,51,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
71,103,37,42,60,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
56,97,57,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
107,106,97,68,23,65,43,48,62,55,45,36,28,19,12,5,2,0,2,
95,70,68,54,99,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
29,62,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
24,41,27,91,59,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
70,10,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
58,69,25,29,55,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
79,62,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
105,53,69,78,43,54,55,44,39,55,45,36,28,19,12,5,2,0,2,
107,70,34,15,40,105,69,68,62,55,45,36,28,19,12,5,2,0,2,
42,75,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
105,69,22,28,96,42,69,68,62,55,45,36,28,19,12,5,2,0,2,
95,47,78,34,58,59,69,68,62,55,45,36,28,19,12,5,2,0,2,
71,75,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
14,79,57,38,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
42,75,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
54,82,51,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
98,21,57,76,49,23,39,44,27,54,39,36,28,19,12,5,2,0,2,
24,78,63,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
14,106,41,34,40,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
24,75,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
71,114,79,64,59,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
98,70,78,100,54,19,23,68,62,55,45,36,28,19,12,5,2,0,2,
71,69,14,40,20,49,69,68,62,55,45,36,28,19,12,5,2,0,2,
59,75,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
50,75,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
79,0,50,102,42,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
70,76,72,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
68,103,45,37,70,49,69,68,62,55,45,36,28,19,12,5,2,0,2,
70,79,41,58,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
98,70,51,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
16,75,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
70,35,19,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
95,70,22,67,91,73,97,68,62,55,45,36,28,19,12,5,2,0,2,
41,52,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
54,15,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
98,78,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
95,35,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
107,16,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
14,75,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
98,75,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
104,75,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
45,106,97,21,15,37,69,68,62,55,45,36,28,19,12,5,2,0,2,
54,69,35,59,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
42,75,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
14,57,86,67,7,21,74,34,14,52,45,36,28,19,12,5,2,0,2,
107,106,89,44,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
24,75,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
56,95,69,26,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
22,28,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
24,95,46,51,93,66,69,68,62,55,45,36,28,19,12,5,2,0,2,
15,80,20,44,59,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
58,69,34,19,42,101,57,68,62,55,45,36,28,19,12,5,2,0,2,
45,80,112,23,46,64,41,56,62,55,45,36,28,19,12,5,2,0,2,
36,96,47,108,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
95,69,14,12,29,19,35,80,62,55,45,36,28,19,12,5,2,0,2,
95,47,69,67,34,15,49,37,39,55,45,36,28,19,12,5,2,0,2,
20,52,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
43,58,61,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
107,98,69,67,21,34,15,48,62,55,45,36,28,19,12,5,2,0,2,
39,75,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
70,26,34,40,28,49,69,68,62,55,45,36,28,19,12,5,2,0,2,
107,13,22,96,103,12,21,23,44,71,1,44,16,19,12,5,2,0,2,
36,41,62,56,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
71,36,22,40,9,59,69,68,62,55,45,36,28,19,12,5,2,0,2,
56,57,82,20,104,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
97,43,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
37,58,14,61,49,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
107,70,13,41,5,34,99,30,51,55,45,36,28,19,12,5,2,0,2,
14,49,56,51,23,65,26,34,86,9,47,13,28,19,12,5,2,0,2,
14,106,69,34,40,93,47,68,62,55,45,36,28,19,12,5,2,0,2,
56,98,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
14,47,105,34,15,29,69,68,62,55,45,36,28,19,12,5,2,0,2,
71,35,14,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
29,75,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
107,95,46,104,93,66,87,62,65,60,14,8,21,13,15,5,2,0,2,
32,75,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
50,23,41,21,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
39,75,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
50,47,52,82,93,49,69,68,62,55,45,36,28,19,12,5,2,0,2,
24,20,62,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
71,80,112,16,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
97,3,40,44,58,96,47,68,62,55,45,36,28,19,12,5,2,0,2,
48,106,13,34,15,12,69,68,62,55,45,36,28,19,12,5,2,0,2,
105,98,69,67,107,15,69,68,62,55,45,36,28,19,12,5,2,0,2,
71,63,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
95,98,68,26,34,40,74,56,62,55,45,36,28,19,12,5,2,0,2,
29,75,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
105,53,39,34,17,49,28,82,62,55,45,36,28,19,12,5,2,0,2,
17,75,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
54,98,89,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
107,47,52,68,23,89,63,68,62,55,45,36,28,19,12,5,2,0,2,
70,20,73,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
15,73,79,77,40,60,69,68,62,55,45,36,28,19,12,5,2,0,2,
71,79,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
56,53,69,61,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
50,75,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
53,75,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
7,42,22,40,89,11,74,92,62,55,45,36,28,19,12,5,2,0,2,
14,98,68,5,34,23,39,29,44,55,45,36,28,19,12,5,2,0,2,
85,20,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
71,109,34,29,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
97,69,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
53,46,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
48,105,69,67,76,40,69,68,62,55,45,36,28,19,12,5,2,0,2,
42,75,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
71,97,112,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
39,75,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
78,75,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
87,47,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
70,35,54,40,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
50,95,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
14,41,92,50,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
29,75,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
58,95,69,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
70,14,34,105,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
32,75,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
98,23,68,34,15,29,69,68,62,55,45,36,28,19,12,5,2,0,2,
16,75,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
14,95,69,67,35,81,11,97,62,55,45,36,28,19,12,5,2,0,2,
29,58,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
14,95,97,41,21,48,47,57,51,55,45,36,28,19,12,5,2,0,2,
29,75,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
85,41,114,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
98,70,68,100,23,20,43,68,62,55,45,36,28,19,12,5,2,0,2,
50,98,34,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
58,53,97,68,77,96,69,68,62,55,45,36,28,19,12,5,2,0,2,
38,75,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
29,75,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
39,75,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
45,95,52,78,28,42,69,68,62,55,45,36,28,19,12,5,2,0,2,
48,70,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
24,21,15,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
50,87,105,103,93,66,23,1,40,25,8,0,9,19,12,5,2,0,2,
70,75,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
14,44,105,68,63,65,40,27,32,9,20,26,18,19,12,5,2,0,2,
43,58,112,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
32,75,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
24,75,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
107,57,94,68,34,51,47,37,62,55,45,36,28,19,12,5,2,0,2,
16,6,37,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
53,75,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
48,35,14,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
108,35,37,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
71,75,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
50,21,62,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
87,106,69,41,77,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
98,15,61,42,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
80,35,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
87,42,89,40,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
111,53,69,95,73,76,33,68,62,55,45,36,28,19,12,5,2,0,2,
16,41,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
14,69,34,40,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
90,75,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
3,35,20,23,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
105,70,79,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
34,57,82,113,42,49,69,68,62,55,45,36,28,19,12,5,2,0,2,
54,70,34,113,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
54,69,14,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
98,35,40,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
24,106,69,15,49,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
36,75,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
68,34,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
68,7,34,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
83,98,101,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
45,87,97,68,92,5,74,34,28,55,45,36,28,19,12,5,2,0,2,
53,75,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
24,98,69,67,86,49,36,67,62,55,45,36,28,19,12,5,2,0,2,
71,97,3,50,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
107,87,46,51,77,79,78,68,62,55,45,36,28,19,12,5,2,0,2,
95,106,69,95,76,23,36,97,44,55,45,36,28,19,12,5,2,0,2,
48,70,18,97,36,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
71,75,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
29,75,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
29,75,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
95,35,14,40,67,49,69,68,62,55,45,36,28,19,12,5,2,0,2,
24,83,97,68,73,103,39,21,62,55,45,36,28,19,12,5,2,0,2,
29,75,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
22,23,19,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
50,47,69,95,103,76,29,18,37,28,42,36,28,19,12,5,2,0,2,
36,41,10,99,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
71,90,34,15,18,59,69,68,62,55,45,36,28,19,12,5,2,0,2,
36,114,45,61,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
5,35,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
36,75,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
50,90,14,20,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
95,98,69,59,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
37,75,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
44,75,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
29,75,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
42,101,62,16,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
39,93,109,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
14,49,56,85,78,50,88,4,32,20,29,36,28,19,12,5,2,0,2,
14,38,90,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
36,28,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
48,81,13,17,74,49,53,68,62,55,45,36,28,19,12,5,2,0,2,
107,49,52,68,65,72,39,68,62,55,45,36,28,19,12,5,2,0,2,
14,95,111,96,41,34,23,68,62,55,45,36,28,19,12,5,2,0,2,
71,35,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
54,105,69,65,21,11,41,56,62,55,45,36,28,19,12,5,2,0,2,
14,35,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
48,62,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
87,46,27,20,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
56,70,68,40,4,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
42,75,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
107,58,28,50,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
98,75,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
71,46,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
16,63,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
29,59,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
29,75,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
41,52,57,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
45,95,46,68,65,75,39,68,62,55,45,36,28,19,12,5,2,0,2,
22,75,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
50,53,82,96,29,21,30,68,62,55,45,36,28,19,12,5,2,0,2,
16,41,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
56,85,57,31,49,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
42,46,36,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
70,21,34,79,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
79,80,28,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
14,98,68,23,40,28,47,68,62,55,45,36,28,19,12,5,2,0,2,
29,75,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
54,98,15,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
16,41,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
36,52,73,99,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
36,75,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
107,13,105,96,34,102,74,68,62,55,45,36,28,19,12,5,2,0,2,
14,69,34,15,27,40,69,68,62,55,45,36,28,19,12,5,2,0,2,
82,75,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
70,35,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
107,35,112,50,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
45,49,97,68,86,34,59,68,62,55,45,36,28,19,12,5,2,0,2,
80,75,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
39,63,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
24,95,46,96,66,75,33,16,49,79,45,36,28,19,12,5,2,0,2,
102,104,62,50,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
107,13,94,51,93,66,63,72,72,40,65,39,4,6,7,6,2,0,2,
105,38,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
29,75,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
50,98,40,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
29,75,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
36,15,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
94,4,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
14,108,56,93,100,57,29,75,22,55,45,36,28,19,12,5,2,0,2,
36,41,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
71,15,40,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
58,47,52,68,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
45,70,79,101,23,37,69,68,62,55,45,36,28,19,12,5,2,0,2,
3,36,72,40,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
36,23,37,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
14,33,19,44,28,55,47,68,62,55,45,36,28,19,12,5,2,0,2,
95,41,19,28,77,105,56,48,62,55,45,36,28,19,12,5,2,0,2,
71,90,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
71,97,28,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
14,69,31,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
54,70,77,6,44,11,97,48,62,55,45,36,28,19,12,5,2,0,2,
14,35,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
3,69,34,53,23,40,74,48,62,55,45,36,28,19,12,5,2,0,2,
29,75,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
95,53,97,78,43,34,57,68,62,55,45,36,28,19,12,5,2,0,2,
87,53,89,34,107,29,39,44,19,12,38,25,28,19,12,5,2,0,2,
95,47,105,80,106,50,88,35,68,23,45,36,28,19,12,5,2,0,2,
98,75,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
29,75,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
36,75,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
45,98,39,79,55,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
37,10,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
71,114,14,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
29,75,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
107,13,69,29,24,76,69,68,62,55,45,36,28,19,12,5,2,0,2,
71,51,28,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
95,75,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
107,49,104,96,23,34,69,68,62,55,45,36,28,19,12,5,2,0,2,
107,13,97,68,23,89,3,62,86,9,6,37,39,19,12,5,2,0,2,
70,36,37,108,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
79,40,79,59,75,21,69,68,62,55,45,36,28,19,12,5,2,0,2,
63,75,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
107,35,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
24,57,105,110,93,66,73,93,66,41,45,36,28,19,12,5,2,0,2,
14,35,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
112,75,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
105,98,69,78,49,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
24,31,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
24,14,89,71,17,37,57,48,62,55,45,36,28,19,12,5,2,0,2,
14,47,97,23,0,76,33,96,39,55,45,36,28,19,12,5,2,0,2,
50,69,35,88,103,34,10,37,42,12,45,36,28,19,12,5,2,0,2,
45,35,40,50,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
95,53,79,29,104,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
36,15,87,40,44,105,69,68,62,55,45,36,28,19,12,5,2,0,2,
48,70,78,11,59,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
98,70,78,39,34,49,69,68,62,55,45,36,28,19,12,5,2,0,2,
98,58,62,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
17,75,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
50,47,52,78,14,83,8,71,22,44,45,36,28,19,12,5,2,0,2,
16,21,6,99,49,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
107,75,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
36,41,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
111,117,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
17,52,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
17,75,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
11,75,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
14,0,20,60,49,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
87,98,28,21,38,102,43,89,34,55,45,36,28,19,12,5,2,0,2,
29,75,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
98,102,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
24,70,89,111,21,27,69,68,62,55,45,36,28,19,12,5,2,0,2,
74,101,57,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
95,106,97,68,23,65,12,68,62,55,45,36,28,19,12,5,2,0,2,
108,15,87,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
45,55,22,45,106,7,92,32,88,55,45,36,28,19,12,5,2,0,2,
87,42,87,48,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
42,20,91,99,109,49,69,68,62,55,45,36,28,19,12,5,2,0,2,
107,53,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
29,75,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
108,41,51,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
71,75,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
21,75,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
29,75,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
54,75,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
14,83,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
29,4,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
48,83,25,50,28,86,68,83,51,55,45,36,28,19,12,5,2,0,2,
16,41,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
14,44,3,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
29,75,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
42,75,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
29,63,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
20,10,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
14,55,48,51,93,0,29,20,44,68,45,36,28,19,12,5,2,0,2,
24,41,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
42,80,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
36,75,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
50,75,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
108,75,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
42,75,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
16,41,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
53,75,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
112,23,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
70,75,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
39,75,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
105,70,34,17,11,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
87,98,89,106,19,44,69,68,62,55,45,36,28,19,12,5,2,0,2,
32,71,74,73,71,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
45,79,35,79,44,71,69,68,62,55,45,36,28,19,12,5,2,0,2,
